path,program,cache,m,exact,train_sec,val_mse,val_bias,coarse_mean,coarse_var,coarse_bias,residual_mean,residual_var,residual_var_ratio_vs_pure,two_level_mean,two_level_bias,two_level_mse,speedup_score_vs_pure,coarse_infer_usec_per_sample,residual_infer_usec_per_sample,coarse_total_usec_per_sample,residual_total_usec_per_sample,pure_usec_per_sample
results/tcnn_2lmc_m8.json,n2wos_tcnn_2lmc_postprocess,tcnn_python,8,0.0075,10.201743658049963,4.823486051463988e-06,-1.377090256937663e-06,0.008606044575572014,0.21329085528850555,0.0011060445755720141,0.00015032972441986203,0.04785026237368584,0.18117955577030814,0.008756374299991876,0.0012563742999918762,5.563173611632948e-06,1.4201915051007998,0.007641570931582464,0.008357269543068924,1.3737632899315824,5.9533245855430685,6.214659576
