path,backend,cache,m,exact,pure_mean,pure_var,pure_usec_per_sample,pure_queries_per_sample,pure_truncated,coarse_mean,coarse_var,coarse_usec_per_sample,coarse_queries_per_sample,coarse_bias,residual_mean,residual_var,residual_usec_per_sample,residual_queries_per_sample,residual_truncated,two_level_mean,two_level_bias,two_level_mse,two_level_mse_time,speedup_score_vs_pure
results/2lmc_harmonic/2lmc_cuda_exact_m16.json,cuda,exact,16,0.0075,0.008938132106,0.2630124801,5.911671249,28.17445374,0,0.01101754022,0.2420177062,2.729703232,15.24081421,0.003517540216,1.726607706e-05,0.01961140144,5.541569641,28.18070984,0,0.01103480629,0.003534806293,1.64869989e-05,8.937043835,1.191257032
results/2lmc_harmonic/2lmc_cuda_exact_m8.json,cuda,exact,8,0.0075,0.00682634877,0.2628928493,6.093598022,28.19096375,0,0.008460357707,0.2149045304,1.489330292,7.983139038,0.0009603577069,0.0002535341705,0.04930184598,6.263934555,28.16697693,0,0.008713891877,0.001213891877,5.505002856e-06,2.797190848,1.273750594
results/2lmc_harmonic/2lmc_cuda_scaled_exact_m16.json,cuda,scaled_exact,16,0.0075,0.008938132106,0.2630124801,5.311880905,28.17445374,0,0.01042426615,0.2068127061,2.743892181,15.24081421,0.002924266154,9.96367385e-05,0.02148104726,5.61169838,28.18070984,0,0.01052390289,0.003023902892,1.262747493e-05,6.914704036,1.153564658
results/2lmc_harmonic/2lmc_cuda_scaled_exact_m8.json,cuda,scaled_exact,8,0.0075,0.00682634877,0.2628928493,6.055547684,28.19096375,0,0.007670188768,0.1751005376,1.846608826,7.983139038,0.0001701887683,0.0009394241633,0.05129803954,5.362617187,28.16697693,0,0.008609612932,0.001109612932,4.685808991e-06,2.213875291,1.332273939
