kind,index,x,y,z,is_boundary,cache_steps,c_exact,w
coarse,21856,0.4615300298,0.06544692814,-0.3491770029,0,8,0.208726668,
coarse,21857,0.4884566963,0.3788712025,-0.7965548038,0,8,0.09504655607,
coarse,21858,-0.4614205956,0.4812738001,0.07746164501,0,8,-0.01871550461,
coarse,21859,0.4094743729,-0.2333404869,-0.8731045127,0,8,0.1132214792,
coarse,21860,0.6868972778,0.5849799514,-0.2740703225,0,8,0.1296263268,
coarse,21861,-0.4049045146,-0.5981323719,-0.02045879886,0,8,-0.1938146684,
coarse,21862,0.5982729197,0.4428279996,0.6047283411,0,8,0.1618338492,
coarse,21863,0.3420273364,0.02242993563,0.9380960464,0,8,0.1164795968,
coarse,21864,0.4838794768,-0.5428792834,0.6686513424,0,8,-0.06057856832,
coarse,21865,-0.165802002,-0.4171056449,-0.4432383776,0,8,-0.1464868152,
coarse,21866,-0.622307539,0.5686570406,-0.4452492595,0,8,0.06389584326,
coarse,21867,0.4640391171,-0.5691798329,-0.5640822649,0,8,-0.10863338,
coarse,21868,0.1472330093,-0.05183692649,0.9867300391,1,8,0.01899049209,
coarse,21869,0.7623894811,0.5554286838,-0.217028901,0,8,0.2727366981,
coarse,21870,0.8627586365,0.03461395204,0.4675908685,0,8,0.7431543391,
coarse,21871,0.7326367497,-0.6074970961,0.2038801312,0,8,0.1677038854,
coarse,21872,0.4021075368,-0.7120246887,0.5718383193,0,8,-0.3452886862,
coarse,21873,0.7181389332,-0.610250473,0.193994537,0,8,0.1433178875,
coarse,21874,-0.0576890111,0.9087212682,-0.05914938077,0,8,-0.8224463212,
coarse,21875,0.08391987532,-0.1995704621,-0.9558801651,0,8,-0.03278582387,
coarse,21876,0.3975761235,-0.183482945,0.6775380969,0,8,0.1244007829,
coarse,21877,0.1471538544,-0.8714694381,0.4218339324,0,8,-0.7378047246,
coarse,21878,0.6757500172,-0.6359203458,0.1350862682,0,8,0.05224339952,
coarse,21879,0.8442118764,0.211712122,-0.4830898046,0,8,0.6678716697,
coarse,21880,0.5117058754,0.4203352332,-0.7526880503,0,8,0.08516119464,
coarse,21881,0.3114134371,-0.8635513186,-0.2735800445,0,8,-0.6487425511,
coarse,21882,-0.1936189383,0.7002129555,0.3040644526,0,8,-0.4528098897,
coarse,21883,0.4778953195,-0.8334636688,-0.2292172462,0,8,-0.4662777509,
coarse,21884,0.3430608213,-0.6293077469,-0.7323770523,0,8,-0.2783375132,
coarse,21885,-0.6606739163,-0.6499223709,0.2119327486,0,8,0.01409093552,
coarse,21886,0.1295412034,-0.1166259795,-0.7091276646,0,8,0.003179304269,
coarse,21887,0.2241898179,-0.7786277533,0.2823790312,0,8,-0.5560001037,
coarse,21888,0.386556685,-0.5671002269,0.1676234603,0,8,-0.1721765966,
coarse,21889,0.6404666305,-0.4721745849,0.6364471912,0,8,0.1872486661,
coarse,21890,0.9381030202,-0.4023683369,-0.01623643376,0,8,0.7181369979,
coarse,21891,0.214658007,0.9466987252,0.1520054936,0,8,-0.8501604164,
coarse,21892,0.486894846,-0.2802517712,-0.7825043797,0,8,0.1585255358,
coarse,21893,-0.6286532283,-0.04790913686,-0.7615277171,0,8,0.392909596,
coarse,21894,0.7729501128,0.3726998866,0.4586275518,0,8,0.4585466715,
coarse,21895,0.2376731932,0.9425938129,-0.07070682198,0,8,-0.8319945494,
coarse,21896,-0.2620231807,-0.709683001,-0.6416789889,0,8,-0.4349938147,
coarse,21897,-0.6302608848,-0.3048439622,-0.3534703255,0,8,0.3042989416,
coarse,21898,-0.08797001839,0.2155736834,-0.9532769322,0,8,-0.03873328883,
coarse,21899,0.8128119111,-0.06765258312,-0.2794448435,0,8,0.6560863308,
coarse,21900,-0.8111286759,-0.2704591751,0.3934748471,0,8,0.5847815635,
coarse,21901,0.2106294036,-0.3086608052,-0.9292212129,0,8,-0.05090674703,
coarse,21902,-0.01813841239,-0.952159822,0.4099205136,0,8,-0.9062793246,
coarse,21903,-0.6358424425,0.119062908,0.7355732322,0,8,0.3901196356,
coarse,21904,0.6967046857,0.4071194232,-0.5941554904,0,8,0.3196511944,
coarse,21905,0.4569880366,-0.4359398484,-0.2396880388,0,8,0.01879451418,
coarse,21906,-0.5796543956,-0.2344484329,-0.5244669914,0,8,0.2810331506,
coarse,21907,0.4120132327,0.0367677249,-0.9125638008,0,8,0.1684030383,
coarse,21908,1.018336177,-0.0663343966,-0.08275067806,0,8,1.032608317,
coarse,21909,0.2396988273,-0.08275384456,0.9606990814,0,8,0.050607329,
coarse,21910,-0.01246828027,-0.1945422292,-0.9814905524,1,6,-0.03769122092,
coarse,21911,-0.304864198,0.4195251167,0.8533517122,0,8,-0.08305914432,
coarse,21912,0.3877447844,-0.3085645735,0.8118364811,0,8,0.05513392176,
coarse,21913,1.00619781,0.01745851338,0.003962779418,0,8,1.012129234,
coarse,21914,0.2115958482,-0.7267171741,-0.555623889,0,8,-0.4833450481,
coarse,21915,0.6643761992,0.5229423642,0.4147194922,0,8,0.1679270178,
coarse,21916,-0.9007160068,-0.03662570566,0.1302991211,0,8,0.8099478825,
coarse,21917,-0.7921207547,-0.5593308806,-0.2415995896,0,8,0.314604256,
coarse,21918,-0.09080513567,-0.5671827793,0.799377501,0,8,-0.3134507325,
coarse,21919,0.2580503225,-0.1151716411,0.9551607966,0,8,0.05332546204,
coarse,21920,0.6770899296,0.5663335919,0.3572319448,0,8,0.1377170354,
coarse,21921,0.5742958784,-0.5499333739,-0.567312777,0,8,0.0273890402,
coarse,21922,0.2742466927,-0.02388057113,-0.5254680514,0,8,0.07464096676,
coarse,21923,0.4480243325,-0.5863929987,-0.1241476983,0,8,-0.1431309464,
coarse,21924,-0.4919990301,-0.59112674,0.4381215274,0,8,-0.1073677771,
coarse,21925,0.839794755,-0.1542422026,0.426315099,1,5,0.6814645734,
coarse,21926,-0.08738052845,0.5999510884,-0.4371309876,0,8,-0.3523059518,
coarse,21927,0.6710593104,0.4876043499,0.441251874,0,8,0.2125625961,
coarse,21928,-0.2435153127,0.2932653427,0.7400922775,0,8,-0.02670485373,
coarse,21929,0.3787732422,-0.6413021684,-0.7039371729,0,8,-0.2677993021,
coarse,21930,-0.009694788605,-0.7856451869,-0.6129887104,0,8,-0.6171443708,
coarse,21931,0.7687313557,-0.2604579329,-0.5175184011,0,8,0.5231095623,
coarse,21932,0.9018960595,-0.2530795634,0.2881303728,0,8,0.7493672368,
coarse,21933,0.6214047074,-0.2893314064,-0.6598865986,0,8,0.3024311477,
coarse,21934,0.1056080163,0.3557369411,0.582880199,0,8,-0.1153957182,
coarse,21935,-0.4190654457,-0.04157173634,-0.9027563334,0,8,0.1738876385,
coarse,21936,-0.3049353957,0.7183573246,0.6400657296,0,8,-0.4230516502,
coarse,21937,0.6039023399,0.7095286846,0.2136668265,0,8,-0.1387329181,
coarse,21938,0.6096183658,0.2961730063,0.746127069,0,8,0.2839161022,
coarse,21939,0.2623621225,-0.8413134813,-0.4073468447,0,8,-0.6389744905,
coarse,21940,-0.8840347528,0.3261877894,0.2721440196,0,8,0.6751189703,
coarse,21941,-0.7989826798,-0.02923605591,0.4393855929,0,8,0.6375185757,
coarse,21942,-0.8640795946,-0.2719684839,-0.06110566109,0,8,0.6726666896,
coarse,21943,-0.4341472089,0.1077244878,-0.8363291621,0,8,0.1768792338,
coarse,21944,0.2636656463,0.8444910645,-0.4544837773,0,8,-0.6436455851,
coarse,21945,0.7414557934,0.4577622116,-0.2458704263,0,8,0.3402104512,
coarse,21946,0.8538563251,0.546020031,0.1102758572,0,8,0.4309327498,
coarse,21947,0.800421536,0.468347609,-0.3519935608,1,5,0.4213251523,
coarse,21948,0.4689745307,0.815819025,-0.3507887721,0,8,-0.4456235712,
coarse,21949,-0.5981451273,-0.2469120771,0.5667923093,0,8,0.2968120195,
coarse,21950,0.87871629,-0.4296802878,0.2192436457,0,8,0.5875171685,
coarse,21951,0.08773364872,0.5101708174,-0.2685750127,0,8,-0.2525770698,
coarse,21952,-0.8289037347,-0.4521801174,-0.3284942806,0,8,0.4826145428,
coarse,21953,-0.158583805,-0.05627474189,0.9809477925,0,8,0.02198197662,
coarse,21954,0.1838251054,0.7872135043,-0.3644762933,0,8,-0.585913432,
coarse,21955,0.1214253083,-0.5093511939,0.8382886648,0,8,-0.2446945332,
coarse,21956,0.4628843963,0.8346576691,0.2600212991,0,8,-0.4823914602,
coarse,21957,0.617815733,0.4437709749,-0.599617064,0,8,0.1847636017,
coarse,21958,-0.5887461901,0.3961546421,-0.6146665812,0,8,0.1896835759,
coarse,21959,0.2392917275,0.05776047334,-0.7065426707,0,8,0.05392425859,
coarse,21960,-0.61105901,0.5066819191,0.4505156279,0,8,0.1166665466,
coarse,21961,-0.8422516584,-0.5081582665,-0.2560338676,0,8,0.4511630323,
coarse,21962,0.3880774677,-0.5445871353,0.7460412383,0,8,-0.145971027,
coarse,21963,-0.3155649304,0.8701389432,0.2683945,0,8,-0.6575605551,
coarse,21964,0.5772981644,-0.2534677982,-0.1227290034,0,8,0.2690272458,
coarse,21965,0.6119638085,0.7260603309,0.1675669402,0,8,-0.1526639011,
coarse,21966,-0.0799485147,0.6686387658,0.6900718212,0,8,-0.4406860341,
coarse,21967,0.618758738,-0.5714523792,-0.05220180377,0,8,0.05630455418,
coarse,21968,0.2620523572,0.1474139839,-0.8606444001,0,8,0.04694055525,
coarse,21969,-0.5964007974,0.6108043194,-0.4206139743,0,8,-0.01738800548,
coarse,21970,0.3214003742,0.8710570335,0.2449848056,0,8,-0.6554421552,
coarse,21971,0.171694383,-0.7946811318,0.5416485071,0,8,-0.6020391401,
coarse,21972,-0.6665084362,-0.6873981953,0.02381585911,0,8,-0.02828278333,
coarse,21973,-0.6605032086,0.6306807995,-0.2112909257,0,8,0.03850621778,
coarse,21974,-0.2758279741,-0.4671300352,-0.848367095,0,8,-0.1421293985,
coarse,21975,0.5807216763,0.2487060428,-0.767531395,0,8,0.2753829697,
coarse,21976,0.4852966666,0.02880549058,0.8663819432,0,8,0.2346830983,
coarse,21977,0.5635180473,-0.3889712095,-0.4879072011,0,8,0.1662539878,
coarse,21978,0.08654971421,-0.8128862977,0.595970273,0,8,-0.65329328,
coarse,21979,0.346983254,-0.6008104682,0.6436860561,0,8,-0.2405758402,
coarse,21980,0.7681825161,-0.02765049972,-0.6307798028,0,8,0.5893398279,
coarse,21981,-0.376349479,0.5129064918,0.7050848603,0,8,-0.121434139,
coarse,21982,0.433018297,-0.5666364431,-0.005124092102,0,8,-0.1335720132,
coarse,21983,-0.4586674273,0.2587032318,-0.8354290724,0,8,0.1434484467,
coarse,21984,0.2730548382,0.6870557666,-0.1770571619,0,8,-0.3974866817,
coarse,21985,0.4104893208,0.712079823,-0.5709913373,0,8,-0.3385561919,
coarse,21986,0.113816075,-0.677544117,-0.2770027816,0,8,-0.4461119315,
coarse,21987,0.3587582409,0.3044365942,0.6950810552,0,8,0.03602583552,
coarse,21988,0.7797886729,-0.4214670658,0.1657356918,0,8,0.4304358869,
coarse,21989,0.5339335799,0.4689021409,-0.7026311755,0,8,0.06521585007,
coarse,21990,0.421261549,0.3250709474,-0.8398239613,0,8,0.07179017181,
coarse,21991,0.6661347747,0.720150888,0.06951193511,0,8,-0.07488176339,
coarse,21992,-0.4427301884,0.5965663195,0.5485288501,0,8,-0.1598813538,
coarse,21993,-0.2457247823,-0.1616755873,-0.9288917184,0,8,0.03424167313,
coarse,21994,0.7102518082,0.4836874008,-0.4600009918,0,8,0.2705041293,
coarse,21995,0.409817338,-0.4234006107,0.7457206249,0,8,-0.01131782661,
coarse,21996,0.1591641605,-0.7424310446,-0.5149382949,0,8,-0.525870626,
coarse,21997,-0.1199488193,0.3823684156,0.9125091434,0,8,-0.131817886,
coarse,21998,0.1118631437,0.5534903407,0.6061137915,0,8,-0.2938381943,
coarse,21999,-0.2001430392,-0.3026572466,0.8436737657,0,8,-0.05154417276,
coarse,22000,0.6330202222,-0.6767846346,0.3868278265,0,8,-0.05732283992,
coarse,22001,-0.2773267031,0.09269263595,-0.9597322345,0,8,0.06831817548,
coarse,22002,-0.113605462,-0.9170069098,0.1791692674,0,8,-0.8279954717,
coarse,22003,0.7439676523,0.6901845336,-0.02200444788,0,8,0.07713317728,
coarse,22004,0.6433290243,0.3226702809,0.03100773692,0,8,0.3097561233,
coarse,22005,-0.7813568711,0.5541493297,-0.2466148585,0,8,0.3034370805,
coarse,22006,-0.1698835492,-0.9415896535,-0.2473894805,0,8,-0.8577306553,
coarse,22007,0.7412594557,-0.6098744273,-0.1340451986,0,8,0.1775187635,
coarse,22008,0.7796319723,0.1136529222,-0.5708960891,0,8,0.5949090255,
coarse,22009,0.7326720953,0.6404692531,0.1126316339,0,8,0.1266075351,
coarse,22010,-0.1650094688,-0.7716618776,-0.5817793012,0,8,-0.5682339286,
coarse,22011,-0.5818693638,-0.06365788728,-0.8142237067,0,8,0.3345196299,
coarse,22012,-0.1606594026,-0.278388828,0.9216039777,0,8,-0.05168889593,
coarse,22013,0.2479251921,-0.7094796896,0.6136725545,0,8,-0.4418945291,
coarse,22014,0.7794481516,-0.4262684584,-0.4269512296,0,8,0.4258346224,
coarse,22015,-0.01631048508,-0.09377416968,-0.9935945272,0,8,-0.008527562976,
coarse,22016,0.02581155114,-0.8174573779,0.6092352271,0,8,-0.6675703285,
coarse,22017,0.7053748369,-0.2270914614,0.6514881253,0,8,0.4459831287,
coarse,22018,0.1678466648,0.9323615432,-0.213931933,0,8,-0.8411255443,
coarse,22019,-0.5134621263,0.8298150897,0.187539652,0,8,-0.424949728,
coarse,22020,-0.07103698701,0.6820090413,0.7303676009,0,8,-0.4600900789,
coarse,22021,0.08096444607,-0.6175485849,-0.6064603925,0,8,-0.3748110132,
coarse,22022,0.6460182667,-0.6054816842,-0.4925034046,0,8,0.05073153097,
coarse,22023,-0.498147428,-0.9058834314,0.1337571889,0,8,-0.5724739313,
coarse,22024,0.1205977798,-0.5780318975,-0.6361786723,0,8,-0.3195770501,
coarse,22025,0.8542571068,-0.4619783461,0.2600409985,0,8,0.5163312122,
coarse,22026,0.4024699628,0.6518475413,0.6723588705,0,8,-0.2629231462,
coarse,22027,0.004815716762,-0.542345643,0.8298161626,0,8,-0.2941156054,
coarse,22028,-0.9044710398,0.0824405998,-0.193616569,0,8,0.8112714093,
coarse,22029,0.4919639826,-0.5775423646,-0.6128386259,0,8,-0.09152662275,
coarse,22030,-0.2346495688,0.5594748259,-0.7447664738,0,8,-0.2579516606,
coarse,22031,-0.1549271047,0.5569607019,0.2105755657,0,8,-0.2862028157,
coarse,22032,-0.7294928432,0.3370567858,-0.5803185105,0,8,0.4185525313,
coarse,22033,-0.6186572909,0.08589465916,-0.3898228407,0,8,0.3753589512,
coarse,22034,0.9096577764,0.2701664567,-0.0004514760803,0,8,0.7544873558,
coarse,22035,0.7653486729,-0.5620615482,0.147514239,0,8,0.2698454071,
coarse,22036,0.1738817245,0.902451098,-0.1635924876,0,8,-0.7841831301,
coarse,22037,0.7083260417,-0.4708278477,0.5725715756,0,8,0.2800469192,
coarse,22038,-0.2908629775,-0.799598217,0.3906780183,0,8,-0.554756037,
coarse,22039,-0.5044935942,0.8428849578,0.2331230789,0,8,-0.4559412655,
coarse,22040,0.8269454837,0.2121012509,0.5142350793,0,8,0.6388518924,
coarse,22041,0.3021531105,0.01575258374,0.8576743007,0,8,0.09104835829,
coarse,22042,0.2157879472,-0.6393750906,-0.5071009994,0,8,-0.3622360683,
coarse,22043,0.682602644,0.5698973536,-0.04577459395,0,8,0.1411633759,
coarse,22044,0.810272336,-0.01953715086,-0.4310070276,0,8,0.6561595582,
coarse,22045,-0.5512202978,-0.7893036604,0.2643290758,0,8,-0.3191564516,
coarse,22046,0.636515379,0.6880794764,-0.1016156301,0,8,-0.06830153814,
coarse,22047,-0.4431959987,0.1526767313,0.8778498173,0,8,0.1731125089,
coarse,22048,0.09826107323,-0.04617320001,0.3641838133,0,8,0.007523274113,
coarse,22049,0.09277206659,-0.6251917481,0.7301483154,0,8,-0.3822580656,
coarse,22050,-0.2076516896,-0.5857391357,0.7696756124,0,8,-0.2999711109,
coarse,22051,0.3416201472,0.1265213788,0.5508183241,0,8,0.1006966657,
coarse,22052,0.9072355032,-0.4160296321,0.05072155222,0,8,0.6499956035,
coarse,22053,0.3682632148,-0.8135324717,-0.389523536,0,8,-0.526217287,
coarse,22054,0.4088158011,-0.04681551084,0.9162504673,0,8,0.1649386672,
coarse,22055,0.4626449645,0.7131744623,-0.1092969775,0,8,-0.2945774506,
coarse,22056,0.5894778967,0.05363310874,0.06554181874,0,8,0.3446076803,
coarse,22057,0.8137603402,0.2835767269,0.08146026731,0,8,0.5817901313,
coarse,22058,-0.5984504223,0.5462026596,-0.3731673956,0,8,0.05980556257,
coarse,22059,-0.03073246591,0.2134929001,0.9678391218,0,8,-0.04463473395,
coarse,22060,-0.2186032534,-0.6271827817,-0.3920432031,0,8,-0.3455708593,
coarse,22061,-0.01592431962,-0.5775581598,-0.4040094912,0,8,-0.333319844,
coarse,22062,-0.6715607047,0.743272543,-0.06800636649,0,8,-0.101460293,
coarse,22063,0.8257939816,-0.2121537924,0.3088158071,0,8,0.6369264683,
coarse,22064,0.9684947729,0.08928591013,-0.03312674165,0,8,0.9300101514,
coarse,22065,-0.5077322721,0.1623894572,-0.8242723346,1,6,0.2314217244,
coarse,22066,0.01337236352,-0.3993878365,0.9229121804,0,8,-0.1593318238,
coarse,22067,-0.5193475485,-0.02478538454,-0.4622759223,0,8,0.2691075608,
coarse,22068,-0.09761604667,0.2554438114,-0.9668727517,0,8,-0.05572264822,
coarse,22069,0.683347106,0.4950432181,-0.4857245684,0,8,0.2218954794,
coarse,22070,0.9345076084,0.04284175858,-0.4309273958,0,8,0.8714690539,
coarse,22071,0.347878933,0.4171774685,-0.8341149092,0,8,-0.05301728826,
coarse,22072,-0.4523192346,-0.89776057,0.1736021638,0,8,-0.6013813511,
coarse,22073,-0.6728104949,-0.4573956728,0.5151131153,0,8,0.2434631606,
coarse,22074,0.2570180595,-0.8433634043,-0.2340970933,0,8,-0.6452035488,
coarse,22075,0.8357383013,-0.1747081429,-0.4399830103,0,8,0.667935573,
coarse,22076,-0.1658454835,0.3970261216,-0.7110982537,0,8,-0.1301250168,
coarse,22077,0.8122718334,-0.3036699593,0.3975587487,0,8,0.5675700872,
coarse,22078,-0.8035725951,0.4911527634,-0.3393234909,1,8,0.4044978787,
coarse,22079,0.1911171675,0.4487034082,0.7814171314,0,8,-0.1648089769,
coarse,22080,-0.6344773769,-0.6936680675,-0.1647005826,0,8,-0.07861384596,
coarse,22081,0.1848522276,-0.7521699667,0.3557457924,0,8,-0.5315893128,
coarse,22082,0.8432633281,-0.2536215186,-0.1255760342,0,8,0.6467691658,
coarse,22083,0.5964519382,0.4698934853,-0.5722053051,0,8,0.134955027,
coarse,22084,0.6314590573,-0.1229162812,-0.7858902812,0,8,0.3836321289,
coarse,22085,0.01137427613,0.04930336401,-0.9784692526,0,8,-0.002301447545,
coarse,22086,0.417075932,-0.6443716288,0.2106793821,0,8,-0.2412624629,
coarse,22087,-0.5284907818,0.7919766307,-0.2243842483,0,8,-0.3479244771,
coarse,22088,-0.6417350769,-0.6711761355,0.1741205603,0,8,-0.03865349599,
coarse,22089,0.1938690692,0.6347933412,-0.734044373,0,8,-0.36537737,
coarse,22090,-0.6605164409,-0.2145908773,0.316616714,0,8,0.390232724,
coarse,22091,0.5800048113,0.1140510589,0.4635362029,0,8,0.3233979371,
coarse,22092,-0.8726663589,-0.4682401121,0.2809018791,0,8,0.5422977715,
coarse,22093,0.102455005,0.3844436407,-0.8977999687,0,8,-0.1372998848,
coarse,22094,0.9047522545,0.3374020755,-0.2696076334,0,8,0.7047364814,
coarse,22095,0.4080068469,-0.05538459122,-0.9067837596,0,8,0.1634021342,
coarse,22096,-0.1386776716,-0.682180047,0.4356074631,0,8,-0.44613812,
coarse,22097,-0.6117036939,0.5715295672,-0.4959077537,1,5,0.04753536286,
coarse,22098,0.2738617957,-0.7433539629,-0.4058934152,0,8,-0.477574831,
coarse,22099,0.9031854868,0.4083251953,-0.1842694134,0,8,0.6490145584,
coarse,22100,0.9068137407,0.05500710756,-0.469435066,0,8,0.8192853785,
coarse,22101,-0.3804114759,-0.3977786899,0.184295401,0,8,-0.01351499511,
coarse,22102,-0.6126517653,-0.2866679728,-0.1117860228,0,8,0.293163659,
coarse,22103,0.4484733641,-0.285494715,0.8198763728,0,8,0.119621126,
coarse,22104,0.8741896152,0.3059609532,0.09172230959,0,8,0.6705953785,
coarse,22105,-0.4618424475,-0.6576042175,-0.5989946127,0,8,-0.2191448606,
coarse,22106,-0.604609251,0.3902066946,-0.7292025089,0,8,0.2132910819,
coarse,22107,0.5272672176,0.1572066098,0.8113094568,0,8,0.2532968006,
coarse,22108,-0.05797778443,0.4073223174,-0.8900693655,0,8,-0.1625500467,
coarse,22109,0.3559516668,0.8483435512,-0.07926620543,0,8,-0.5929851917,
coarse,22110,0.129896462,0.02141182125,-0.9586046338,0,8,0.01641462474,
coarse,22111,0.6291902661,0.2213416696,0.7122858763,0,8,0.3468882563,
coarse,22112,-0.1360487044,-0.9483930469,0.1136982217,0,8,-0.8809401214,
coarse,22113,0.05595389009,0.07363390923,-0.9768265486,0,8,-0.002291114772,
coarse,22114,0.5628989935,0.7981002927,-0.2221714258,0,8,-0.3201088003,
coarse,22115,0.7566998005,0.4252169132,-0.5077601671,0,8,0.3917851648,
coarse,22116,-0.003304630518,0.7602496743,0.2865227163,0,8,-0.5779686467,
coarse,22117,0.1386187077,-0.9011730552,-0.2098843604,0,8,-0.7928977293,
coarse,22118,-0.6734909415,-0.6046278477,-0.2850228548,0,8,0.08801521414,
coarse,22119,-0.8606609702,0.1397700757,-0.1141879261,0,8,0.7212016316,
coarse,22120,0.3147430122,-0.03345185518,0.9333760738,0,8,0.09794413711,
coarse,22121,0.5473968983,-0.1411363184,0.7268369198,0,8,0.2797239039,
coarse,22122,-0.7770696878,-0.09271860123,-0.395820111,0,8,0.5952405608,
coarse,22123,1.016949534,0.009262904525,-0.04130058736,0,8,1.034100554,
coarse,22124,0.2837530375,0.02016308159,-0.7252461314,0,8,0.0801092364,
coarse,22125,0.488417387,0.4590031207,0.7357041836,0,8,0.02786767916,
coarse,22126,0.368221283,-0.4343040287,0.7870689631,0,8,-0.05303307616,
coarse,22127,-0.7425749302,-0.3331380785,0.6017466187,0,8,0.4404365476,
coarse,22128,-0.5111652613,0.6341982484,0.2199388593,0,8,-0.1409174939,
coarse,22129,-0.487685442,-0.467671603,-0.677487433,0,8,0.01912036209,
coarse,22130,-0.3853413761,0.0350477919,-0.7079181671,0,8,0.1472596284,
coarse,22131,-0.3494662642,0.8789640069,-0.4107571542,0,8,-0.6504510556,
coarse,22132,0.4870560467,-0.5356993675,-0.6396374702,0,8,-0.04975021971,
coarse,22133,-0.6332985163,-0.4526333511,0.127409026,0,8,0.1961900602,
coarse,22134,-0.234311074,0.615557909,0.2182711512,0,8,-0.3240098599,
coarse,22135,0.9170687199,-0.2223249376,0.1089752987,0,8,0.7915866591,
coarse,22136,0.434288919,-0.1252945662,-0.7921473384,0,8,0.1729081368,
coarse,22137,0.8315376043,0.0112500377,0.5519983768,0,8,0.6913282241,
coarse,22138,0.5291261077,0.8501434922,-0.1803525239,0,8,-0.4427695195,
coarse,22139,0.6894858479,0.6741213799,0.1912256032,0,8,0.02095109975,
coarse,22140,0.1660269797,0.818713665,0.1449781656,0,8,-0.6427271073,
coarse,22141,0.3165834546,-0.5657206178,0.7340649962,0,8,-0.2198147336,
coarse,22142,0.6237295866,0.4768691659,-0.526479125,0,8,0.1616343958,
coarse,22143,-0.2840481699,-0.744225502,-0.4284818769,0,8,-0.4731882351,
coarse,22144,0.633872509,-0.7141085267,0.03410905227,0,8,-0.1081566302,
coarse,22145,0.4974111915,-0.09515088797,0.8012211323,0,8,0.2383642019,
coarse,22146,0.107049942,-0.7465358973,0.3059281707,0,8,-0.5458561558,
coarse,22147,0.6128928661,-0.4704387188,0.6493586898,0,8,0.1543250772,
coarse,22148,0.7161380649,-0.2051404417,0.6580842733,0,8,0.4707711271,
coarse,22149,0.7399481535,0.07054919004,-0.08247385919,0,8,0.5425460816,
coarse,22150,0.6543693542,0.1410735846,-0.03782788664,0,8,0.4082974955,
coarse,22151,0.9326014519,0.01661024429,-0.4031738341,0,8,0.8694695678,
coarse,22152,0.07067520171,0.7984953523,0.5929216146,0,8,-0.6325998435,
coarse,22153,0.6935788393,0.5490692258,-0.3434945345,0,8,0.1795745916,
coarse,22154,0.9223456979,0.313019067,-0.1989222765,0,8,0.7527406501,
coarse,22155,0.5435163975,0.01239490695,-0.8304135203,0,8,0.2952564406,
coarse,22156,-0.5606110096,-0.6465648413,-0.4820895791,0,8,-0.1037613899,
coarse,22157,0.4577993155,-0.834266901,-0.2701454759,0,8,-0.4864210489,
coarse,22158,-0.8372713327,0.2624643445,0.1075628698,0,8,0.6321357525,
coarse,22159,0.3754580617,-0.6312054992,-0.7114533186,0,8,-0.2574516261,
coarse,22160,-0.3988955617,0.7574703693,-0.5447143912,0,8,-0.4146436913,
coarse,22161,-0.1411805898,-0.4694149494,-0.8587984443,0,8,-0.2004184358,
coarse,22162,0.06959504634,0.2991861403,-0.9440907836,0,8,-0.08466887607,
coarse,22163,0.3108116388,0.9120832682,-0.05879049748,0,8,-0.7352920132,
coarse,22164,-0.2829097807,0.001534940675,-0.9519411325,0,8,0.080035588,
coarse,22165,0.610003829,0.08240319043,0.7505016327,0,8,0.3653143856,
coarse,22166,0.5066198707,0.3915649354,-0.3538658321,0,8,0.1033405947,
coarse,22167,0.8293857574,-0.2935042083,0.1832921654,0,8,0.6017360143,
coarse,22168,-0.228425175,0.7623885274,-0.569406271,0,8,-0.5290582061,
coarse,22169,0.942596972,0.09515827149,0.1670337021,0,8,0.879433955,
coarse,22170,0.4901246428,-0.3577206135,0.584797442,0,8,0.1122581282,
coarse,22171,0.2555652857,0.6234920025,-0.6073085666,0,8,-0.3234286619,
coarse,22172,0.08767195046,0.8210532665,-0.5321430564,0,8,-0.6664420956,
coarse,22173,-0.8721452951,-0.4289153814,-0.2410856485,0,8,0.5766690114,
coarse,22174,0.9477313757,-0.01558710076,-0.255038172,0,8,0.8979518028,
coarse,22175,0.1499729156,-0.2783494592,0.9142737985,0,8,-0.05498654599,
coarse,22176,-0.4012853205,0.4249165654,-0.8098114133,0,8,-0.0195241791,
coarse,22177,-0.4959113896,0.5535149574,-0.4126836658,0,8,-0.06045070177,
coarse,22178,0.1765632629,-0.4435037076,-0.6759703159,0,8,-0.1655209529,
coarse,22179,0.52363801,0.8283129334,0.3216600716,0,8,-0.4119055502,
coarse,22180,0.5841161013,-0.4073399305,-0.6965538263,1,8,0.1752658007,
coarse,22181,0.2939205766,0.1455202401,-0.9076475501,0,8,0.06521316506,
coarse,22182,-0.5158885717,-0.02150115743,-0.8337101936,0,8,0.2656787187,
coarse,22183,0.1195447445,-0.29426229,-0.9321981072,0,8,-0.07229934938,
coarse,22184,0.5012933612,-0.4064612985,0.735196054,0,8,0.08608424682,
coarse,22185,0.229664892,0.9241924882,0.2777827382,0,8,-0.8013857926,
coarse,22186,-0.1946020126,0.006165131927,0.9747866988,0,8,0.03783193447,
coarse,22187,-0.1347597092,0.05230988562,0.972935617,0,8,0.0154238551,
coarse,22188,-0.3431400359,0.3378413022,-0.8567710519,0,8,0.003608338773,
coarse,22189,0.66098243,-0.6631503701,-0.3546872735,0,8,-0.002870640648,
coarse,22190,0.1455335617,-0.2504630685,-0.9479858279,0,8,-0.04155173109,
coarse,22191,0.8186414242,0.1192707419,0.5662522912,0,8,0.6559482715,
