kind,index,x,y,z,is_boundary,cache_steps,c_exact,w
coarse,200,0.7533295751,-0.1453865021,-0.5617904663,0,8,0.5463682137,
coarse,201,0.9335583448,0.3160373271,-0.09422952682,0,8,0.7716515911,
coarse,202,-0.5226507783,-0.6559278965,0.5189629793,0,8,-0.1570775694,
coarse,203,-0.314391464,-0.8721408844,0.04062156752,0,8,-0.6617877296,
coarse,204,0.2145042717,-0.09354550391,-0.8961789012,0,8,0.03726132129,
coarse,205,-0.4114786983,0.003333643079,0.7377492785,0,8,0.1693036059,
coarse,206,0.5364995003,-0.1988585293,0.0398838222,0,8,0.2482869991,
coarse,207,-0.3549644351,0.461530298,0.7978984714,0,8,-0.08701046578,
coarse,208,0.3187646568,0.8419288397,-0.4491268396,0,8,-0.6072332647,
coarse,209,-0.1283178478,0.554549098,0.7960983515,0,8,-0.291059232,
coarse,210,-0.6879272461,0.4961559176,0.3683291376,0,8,0.2270732013,
coarse,211,0.3099614978,-0.2224862576,0.8923761845,0,8,0.04657599531,
coarse,212,-0.481906265,-0.001167205162,0.8764691949,0,8,0.2322322859,
coarse,213,-0.7277069092,-0.5695717931,-0.01959006488,0,8,0.2051453182,
coarse,214,0.104343839,-0.892545104,-0.4219777584,0,8,-0.785749126,
coarse,215,-0.805549264,0.01160633937,0.5388103127,0,8,0.6487749095,
coarse,216,0.8582769036,-0.2000884265,0.3405052125,0,8,0.6966038649,
coarse,217,-0.7072716951,0.03901550546,-0.4978182018,0,8,0.4987110411,
coarse,218,-0.9239243865,-0.2181463987,0.2486849427,0,8,0.8060484207,
coarse,219,0.430131942,0.8468492031,-0.107353501,0,8,-0.5321400852,
coarse,220,0.07077977061,0.9072300196,-0.3726122677,0,8,-0.8180565325,
coarse,221,-0.917609632,0.2029997557,0.1844171435,0,8,0.8007985359,
coarse,222,-0.566724956,0.4815587401,-0.6544086337,0,8,0.08927835559,
coarse,223,-0.3904070854,0.4760753512,0.4265815616,0,8,-0.07423004771,
coarse,224,0.2309090793,-0.7947084904,0.4674709141,0,8,-0.5782425818,
coarse,225,0.9022088051,0.375559032,-0.06636925787,0,8,0.6729361415,
coarse,226,0.6777926087,0.3059392571,-0.676697433,0,8,0.3658039914,
coarse,227,0.3531658053,-0.155974865,-0.9213891625,0,8,0.1003979276,
coarse,228,-0.048410099,-0.2832444608,-0.9612360001,0,8,-0.0778838869,
coarse,229,0.1144781411,-0.9673289061,0.03141709417,1,8,-0.9226199677,
coarse,230,-0.9455701709,0.08755297214,-0.4267199039,0,8,0.8864374251,
coarse,231,0.1929076314,0.7261173129,-0.6269965768,0,8,-0.4900329979,
coarse,232,-0.07234200835,-0.9609315991,0.05078902468,0,8,-0.9181561721,
coarse,233,-0.3584487438,0.457982868,-0.3806881905,0,8,-0.0812628054,
coarse,234,-0.8126929998,0.3284478486,-0.2249561697,0,8,0.5525919228,
coarse,235,0.9123664498,0.2433881462,-0.3864610791,0,8,0.7731747491,
coarse,236,-0.5698382854,0.2194870412,0.6220270395,0,8,0.2765411103,
coarse,237,0.707717061,-0.6326668859,-0.3430434167,0,8,0.10059605,
coarse,238,0.5413168669,0.6594529152,-0.2858433425,0,8,-0.141854197,
coarse,239,-0.1350007057,-0.9480429888,0.1439741105,0,8,-0.880560318,
coarse,240,-0.1755911112,-0.4890619516,0.8007624745,0,8,-0.2083493542,
coarse,241,-0.4186500907,0.5572947264,0.668023169,0,8,-0.1353095136,
coarse,242,-0.574249506,0.7696759105,0.1519806385,0,8,-0.262638512,
coarse,243,0.4501343668,-0.01310708001,-0.8257908225,0,8,0.2024491526,
coarse,244,0.2524154782,0.767459929,-0.5386246443,0,8,-0.525281169,
coarse,245,-0.9569169283,-0.1730111688,-0.1501037776,0,8,0.8857571431,
